TIME,CHAN1,CHAN2
0.0149,2.48e+00,-4.00e+00
0.0151,5.20e+00,-2.00e+00
0.0153,5.28e+00,-2.20e+00
0.0155,2.32e+00,-4.20e+00
0.0157,2.00e+00,-4.20e+00
0.0159,3.84e+00,-2.20e+00
0.0161,3.84e+00,-1.80e+00
0.0163,5.04e+00,-3.20e+00
0.0165,4.00e+00,-2.80e+00
0.0167,1.84e+00,-4.20e+00
0.0169,2.08e+00,-3.60e+00
0.0171,4.80e+00,-1.60e+00
0.0173,4.80e+00,-1.60e+00
0.0175,2.08e+00,-4.00e+00
0.0177,1.68e+00,-4.00e+00
0.0179,3.60e+00,-1.80e+00
0.0181,3.52e+00,-1.40e+00
0.0183,4.72e+00,-2.40e+00
0.0185,3.68e+00,-2.80e+00
0.0187,1.52e+00,-1.40e+00
0.0189,1.84e+00,-1.80e+00
0.0191,4.56e+00,6.00e-01
0.0193,4.56e+00,6.00e-01
0.0195,1.04e+00,-8.00e-01
0.0197,4.00e-01,-6.00e-01
0.0199,1.84e+00,1.80e+00
0.0201,2.72e+00,2.40e+00
0.0203,1.20e+00,1.20e+00
0.0205,1.28e+00,8.00e-01
0.0207,-1.52e+00,2.00e+00
0.0209,-1.36e+00,2.00e+00
0.0211,8.80e-01,4.20e+00
0.0213,8.80e-01,4.00e+00
0.0215,-2.48e+00,2.20e+00
0.0217,-3.12e+00,2.20e+00
0.0219,-1.68e+00,4.60e+00
0.0221,-8.00e-01,5.00e+00
0.0223,-2.08e+00,3.60e+00
0.0225,-2.08e+00,4.00e+00
0.0227,-4.56e+00,2.60e+00
0.0229,-4.40e+00,3.40e+00
0.0231,-1.84e+00,5.00e+00
0.0233,-1.92e+00,4.80e+00
0.0235,-4.72e+00,2.60e+00
0.0237,-5.12e+00,2.60e+00
0.0239,-3.12e+00,4.40e+00
0.0241,-3.20e+00,5.00e+00
0.0243,-1.92e+00,3.40e+00
0.0245,-2.88e+00,3.40e+00
0.0247,-4.96e+00,2.40e+00
0.0249,-4.64e+00,2.80e+00
0.0251,-1.76e+00,4.60e+00
0.0253,-1.76e+00,4.40e+00
0.0255,-4.56e+00,2.20e+00
0.0257,-4.88e+00,2.20e+00
0.0259,-2.80e+00,4.20e+00
0.0261,-2.96e+00,4.40e+00
0.0263,-1.60e+00,3.00e+00
0.0265,-2.56e+00,3.20e+00
0.0267,-4.64e+00,2.00e+00
0.0269,-4.32e+00,2.60e+00
0.0271,-1.44e+00,4.20e+00
0.0273,-1.44e+00,4.20e+00
0.0275,-4.16e+00,1.80e+00
0.0277,-4.48e+00,2.00e+00
0.0279,-2.40e+00,3.80e+00
0.0281,-2.56e+00,4.20e+00
0.0283,-1.28e+00,2.00e+00
0.0285,-2.24e+00,2.20e+00
0.0287,-4.40e+00,8.00e-01
0.0289,-4.08e+00,1.00e+00
0.0291,-1.20e+00,2.00e+00
0.0293,-1.12e+00,1.80e+00
0.0295,-3.04e+00,-1.20e+00
0.0297,-3.28e+00,-1.40e+00
0.0299,-8.00e-01,2.00e-01
0.0301,-7.20e-01,4.00e-01
0.0303,8.80e-01,-1.60e+00
0.0305,2.40e-01,-1.20e+00
0.0307,-1.28e+00,-3.00e+00
0.0309,-8.80e-01,-2.80e+00
0.0311,2.48e+00,-1.40e+00
0.0313,2.64e+00,-1.60e+00
0.0315,4.80e-01,-4.20e+00
0.0317,3.20e-01,-4.40e+00
0.0319,2.88e+00,-2.60e+00
0.0321,2.80e+00,-2.40e+00
0.0323,4.32e+00,-4.00e+00
0.0325,3.60e+00,-3.60e+00
0.0327,1.76e+00,-5.00e+00
0.0329,2.08e+00,-4.20e+00
0.0331,5.28e+00,-2.40e+00
0.0333,5.28e+00,-2.40e+00
0.0335,2.64e+00,-4.60e+00
0.0337,2.24e+00,-4.60e+00
0.0339,4.16e+00,-2.40e+00
0.0341,4.24e+00,-2.20e+00
0.0343,5.36e+00,-3.60e+00
0.0345,4.32e+00,-3.40e+00
0.0347,2.16e+00,-4.40e+00
0.0349,2.48e+00,-3.80e+00
0.0351,5.28e+00,-2.00e+00
0.0353,5.28e+00,-2.20e+00
0.0355,2.40e+00,-4.20e+00
0.0357,2.00e+00,-4.20e+00
0.0359,3.92e+00,-2.20e+00
0.0361,3.92e+00,-1.60e+00
0.0363,5.04e+00,-3.20e+00
0.0365,4.00e+00,-3.20e+00
0.0367,1.84e+00,-4.20e+00
0.0369,2.08e+00,-3.40e+00
0.0371,4.88e+00,-1.60e+00
0.0373,4.88e+00,-1.80e+00
0.0375,2.08e+00,-4.00e+00
0.0377,1.60e+00,-4.00e+00
0.0379,3.60e+00,-1.80e+00
0.0381,3.60e+00,-1.40e+00
0.0383,4.64e+00,-2.40e+00
0.0385,3.68e+00,-2.80e+00
0.0387,1.52e+00,-1.40e+00
0.0389,1.76e+00,-1.80e+00
0.0391,4.48e+00,6.00e-01
0.0393,4.56e+00,6.00e-01
0.0395,1.04e+00,-6.00e-01
0.0397,4.00e-01,-6.00e-01
0.0399,1.92e+00,1.80e+00
0.0401,2.64e+00,2.40e+00
0.0403,1.20e+00,1.20e+00
0.0405,1.20e+00,8.00e-01
0.0407,-1.60e+00,2.00e+00
0.0409,-1.36e+00,2.00e+00
0.0411,8.80e-01,4.00e+00
0.0413,8.80e-01,4.00e+00
0.0415,-2.48e+00,2.20e+00
0.0417,-3.12e+00,2.20e+00
0.0419,-1.68e+00,4.60e+00
0.0421,-8.00e-01,5.20e+00
0.0423,-2.08e+00,3.60e+00
0.0425,-2.08e+00,3.80e+00
0.0427,-4.56e+00,2.60e+00
0.0429,-4.40e+00,3.40e+00
0.0431,-1.92e+00,5.00e+00
0.0433,-1.92e+00,5.00e+00
0.0435,-4.72e+00,2.60e+00
0.0437,-5.12e+00,2.60e+00
0.0439,-3.12e+00,4.40e+00
0.0441,-3.20e+00,4.80e+00
0.0443,-1.92e+00,3.40e+00
0.0445,-2.96e+00,3.40e+00
0.0447,-4.96e+00,2.40e+00
0.0449,-4.72e+00,2.80e+00
0.0451,-1.76e+00,4.60e+00
0.0453,-1.76e+00,4.40e+00
0.0455,-4.48e+00,2.20e+00
0.0457,-4.80e+00,2.20e+00
0.0459,-2.80e+00,4.20e+00
0.0461,-2.80e+00,4.40e+00
0.0463,-1.60e+00,2.80e+00
0.0465,-2.56e+00,3.20e+00
0.0467,-4.64e+00,2.00e+00
0.0469,-4.40e+00,2.60e+00
0.0471,-1.44e+00,4.20e+00
0.0473,-1.44e+00,4.20e+00
0.0475,-4.16e+00,1.80e+00
0.0477,-4.56e+00,2.00e+00
0.0479,-2.48e+00,3.80e+00
0.0481,-2.56e+00,4.20e+00
0.0483,-1.28e+00,2.00e+00
0.0485,-2.24e+00,2.20e+00
0.0487,-4.40e+00,4.00e-01
0.0489,-4.08e+00,1.00e+00
0.0491,-1.12e+00,2.00e+00
0.0493,-1.04e+00,1.80e+00
0.0495,-3.04e+00,-1.20e+00
0.0497,-3.20e+00,-1.40e+00
0.0499,-7.20e-01,2.00e-01
0.0501,-7.20e-01,4.00e-01
0.0503,8.80e-01,-1.60e+00
0.0505,2.40e-01,-1.40e+00
0.0507,-1.28e+00,-3.00e+00
0.0509,-7.20e-01,-2.80e+00
0.0511,2.56e+00,-1.40e+00
0.0513,2.56e+00,-1.60e+00
0.0515,4.80e-01,-4.20e+00
0.0517,3.20e-01,-4.40e+00
0.0519,2.88e+00,-2.60e+00
0.0521,2.88e+00,-2.40e+00
0.0523,4.40e+00,-4.00e+00
0.0525,3.60e+00,-3.60e+00
0.0527,1.68e+00,-5.00e+00
0.0529,2.16e+00,-4.20e+00
0.0531,5.28e+00,-2.40e+00
0.0533,5.36e+00,-2.40e+00
0.0535,2.64e+00,-4.60e+00
0.0537,2.24e+00,-4.60e+00
0.0539,4.16e+00,-2.40e+00
0.0541,4.16e+00,-2.20e+00
0.0543,5.36e+00,-3.80e+00
0.0545,4.32e+00,-3.60e+00
0.0547,2.16e+00,-4.40e+00
0.0549,2.40e+00,-4.00e+00
0.0551,5.20e+00,-2.00e+00
0.0553,5.20e+00,-2.20e+00
0.0555,2.32e+00,-4.20e+00
0.0557,2.00e+00,-4.20e+00
0.0559,3.92e+00,-2.20e+00
0.0561,3.92e+00,-1.80e+00
0.0563,5.04e+00,-3.20e+00
0.0565,4.00e+00,-2.80e+00
0.0567,1.84e+00,-4.20e+00
0.0569,2.08e+00,-3.40e+00
0.0571,4.80e+00,-1.60e+00
0.0573,4.88e+00,-1.60e+00
0.0575,2.08e+00,-4.00e+00
0.0577,1.60e+00,-4.00e+00
0.0579,3.52e+00,-1.80e+00
0.0581,3.60e+00,-1.40e+00
0.0583,4.72e+00,-2.40e+00
0.0585,3.68e+00,-2.80e+00
0.0587,1.44e+00,-1.40e+00
0.0589,1.84e+00,-1.80e+00
0.0591,4.48e+00,6.00e-01
0.0593,4.56e+00,6.00e-01
0.0595,1.04e+00,-6.00e-01
0.0597,4.00e-01,-6.00e-01
0.0599,1.84e+00,1.80e+00
0.0601,2.72e+00,2.40e+00
0.0603,1.20e+00,1.20e+00
0.0605,1.20e+00,8.00e-01
0.0607,-1.52e+00,2.00e+00
0.0609,-1.44e+00,2.00e+00
0.0611,8.80e-01,4.20e+00
0.0613,8.80e-01,4.00e+00
0.0615,-2.48e+00,2.20e+00
0.0617,-3.20e+00,2.20e+00
0.0619,-1.68e+00,4.60e+00
0.0621,-8.00e-01,5.20e+00
0.0623,-2.08e+00,3.60e+00
0.0625,-2.08e+00,3.80e+00
0.0627,-4.56e+00,2.60e+00
0.0629,-4.32e+00,3.40e+00
0.0631,-1.92e+00,5.00e+00
0.0633,-1.92e+00,4.80e+00
0.0635,-4.72e+00,2.60e+00
0.0637,-5.12e+00,2.60e+00
0.0639,-3.04e+00,4.40e+00
0.0641,-3.04e+00,5.00e+00
0.0643,-1.92e+00,3.40e+00
0.0645,-2.88e+00,3.40e+00
0.0647,-4.96e+00,2.40e+00
0.0649,-4.72e+00,2.80e+00
0.0651,-1.76e+00,4.60e+00
0.0653,-1.84e+00,4.40e+00
0.0655,-4.40e+00,2.20e+00
0.0657,-4.80e+00,2.20e+00
0.0659,-2.80e+00,4.20e+00
0.0661,-2.80e+00,4.40e+00
0.0663,-1.60e+00,2.80e+00
0.0665,-2.56e+00,3.20e+00
0.0667,-4.64e+00,2.00e+00
0.0669,-4.48e+00,2.60e+00
0.0671,-1.44e+00,4.20e+00
0.0673,-1.44e+00,4.20e+00
0.0675,-4.16e+00,2.00e+00
0.0677,-4.48e+00,2.00e+00
0.0679,-2.40e+00,3.80e+00
0.0681,-2.56e+00,4.20e+00
0.0683,-1.28e+00,2.00e+00
0.0685,-2.32e+00,2.20e+00
0.0687,-4.32e+00,4.00e-01
0.0689,-4.08e+00,1.00e+00
0.0691,-1.12e+00,2.00e+00
0.0693,-1.04e+00,1.80e+00
0.0695,-3.04e+00,-1.20e+00
0.0697,-3.20e+00,-1.40e+00
0.0699,-6.40e-01,2.00e-01
0.0701,-7.20e-01,4.00e-01
0.0703,8.80e-01,-1.60e+00
0.0705,2.40e-01,-1.20e+00
0.0707,-1.28e+00,-3.00e+00
0.0709,-8.00e-01,-2.80e+00
0.0711,2.48e+00,-1.40e+00
0.0713,2.64e+00,-1.60e+00
0.0715,4.80e-01,-4.20e+00
0.0717,3.20e-01,-4.40e+00
0.0719,2.88e+00,-2.60e+00
0.0721,2.88e+00,-2.40e+00
0.0723,4.40e+00,-4.00e+00
0.0725,3.52e+00,-3.60e+00
0.0727,1.68e+00,-5.00e+00
0.0729,2.08e+00,-4.20e+00
0.0731,5.28e+00,-2.40e+00
0.0733,5.36e+00,-2.40e+00
0.0735,2.64e+00,-4.60e+00
0.0737,2.24e+00,-4.60e+00
0.0739,4.16e+00,-2.40e+00
0.0741,4.16e+00,-2.20e+00
0.0743,5.36e+00,-3.60e+00
0.0745,4.32e+00,-3.40e+00
0.0747,2.16e+00,-4.40e+00
0.0749,2.40e+00,-3.80e+00
0.0751,5.20e+00,-2.00e+00
0.0753,5.28e+00,-2.20e+00
0.0755,2.40e+00,-4.20e+00
0.0757,2.00e+00,-4.20e+00
0.0759,3.92e+00,-2.20e+00
0.0761,3.84e+00,-1.60e+00
0.0763,5.04e+00,-3.20e+00
0.0765,4.00e+00,-2.80e+00
0.0767,1.84e+00,-4.20e+00
0.0769,2.08e+00,-3.60e+00
0.0771,4.80e+00,-1.60e+00
0.0773,4.80e+00,-1.60e+00
0.0775,2.16e+00,-4.00e+00
0.0777,1.68e+00,-4.00e+00
0.0779,3.60e+00,-1.80e+00
0.0781,3.60e+00,-1.40e+00
0.0783,4.72e+00,-2.40e+00
0.0785,3.68e+00,-2.80e+00
0.0787,1.52e+00,-1.60e+00
0.0789,1.76e+00,-1.80e+00
0.0791,4.56e+00,6.00e-01
0.0793,4.56e+00,6.00e-01
0.0795,1.04e+00,-6.00e-01
0.0797,4.00e-01,-6.00e-01
0.0799,1.84e+00,1.80e+00
0.0801,2.72e+00,2.40e+00
0.0803,1.20e+00,1.40e+00
0.0805,1.20e+00,8.00e-01
0.0807,-1.60e+00,2.00e+00
0.0809,-1.44e+00,1.80e+00
0.0811,8.80e-01,4.20e+00
0.0813,8.80e-01,4.00e+00
0.0815,-2.56e+00,2.20e+00
0.0817,-3.12e+00,2.20e+00
0.0819,-1.76e+00,4.60e+00
0.0821,-8.80e-01,5.00e+00
0.0823,-2.16e+00,3.60e+00
0.0825,-2.08e+00,3.80e+00
0.0827,-4.56e+00,2.60e+00
0.0829,-4.40e+00,3.40e+00
0.0831,-1.84e+00,5.00e+00
0.0833,-1.92e+00,4.80e+00
0.0835,-4.72e+00,2.60e+00
0.0837,-5.12e+00,2.60e+00
0.0839,-3.04e+00,4.40e+00
0.0841,-3.20e+00,5.00e+00
0.0843,-1.92e+00,3.40e+00
0.0845,-2.96e+00,3.60e+00
0.0847,-5.04e+00,2.40e+00
0.0849,-4.72e+00,3.00e+00
0.0851,-1.76e+00,4.60e+00
0.0853,-1.76e+00,4.40e+00
0.0855,-4.56e+00,2.20e+00
0.0857,-4.80e+00,2.20e+00
0.0859,-2.80e+00,4.20e+00
0.0861,-2.80e+00,4.40e+00
0.0863,-1.60e+00,2.80e+00
0.0865,-2.64e+00,3.20e+00
0.0867,-4.64e+00,2.00e+00
0.0869,-4.40e+00,2.60e+00
0.0871,-1.44e+00,4.20e+00
0.0873,-1.44e+00,4.20e+00
0.0875,-4.16e+00,1.80e+00
0.0877,-4.48e+00,2.00e+00
0.0879,-2.40e+00,3.80e+00
0.0881,-2.56e+00,4.20e+00
0.0883,-1.28e+00,2.00e+00
0.0885,-2.24e+00,2.00e+00
0.0887,-4.40e+00,4.00e-01
0.0889,-4.00e+00,1.00e+00
0.0891,-1.20e+00,2.00e+00
0.0893,-1.12e+00,1.80e+00
0.0895,-3.04e+00,-1.20e+00
0.0897,-3.20e+00,-1.40e+00
0.0899,-7.20e-01,2.00e-01
0.0901,-7.20e-01,4.00e-01
0.0903,8.80e-01,-1.60e+00
0.0905,2.40e-01,-1.40e+00
0.0907,-1.36e+00,-3.00e+00
0.0909,-8.00e-01,-2.80e+00
0.0911,2.56e+00,-1.40e+00
0.0913,2.56e+00,-1.60e+00
0.0915,4.80e-01,-4.20e+00
0.0917,3.20e-01,-4.40e+00
0.0919,2.88e+00,-2.60e+00
0.0921,2.88e+00,-2.40e+00
0.0923,4.40e+00,-4.00e+00
0.0925,3.52e+00,-3.60e+00
0.0927,1.68e+00,-5.00e+00
0.0929,2.08e+00,-4.20e+00
0.0931,5.28e+00,-2.40e+00
0.0933,5.36e+00,-2.40e+00
0.0935,2.64e+00,-4.60e+00
0.0937,2.24e+00,-4.60e+00
0.0939,4.16e+00,-2.40e+00
0.0941,4.16e+00,-2.20e+00
0.0943,5.36e+00,-3.80e+00
0.0945,4.40e+00,-3.40e+00
0.0947,2.16e+00,-4.40e+00
0.0949,2.40e+00,-3.80e+00
0.0951,5.20e+00,-2.00e+00
0.0953,5.20e+00,-2.20e+00
0.0955,2.32e+00,-4.20e+00
0.0957,2.00e+00,-4.20e+00
0.0959,3.92e+00,-2.20e+00
0.0961,3.92e+00,-1.80e+00
0.0963,5.04e+00,-3.20e+00
0.0965,4.00e+00,-3.00e+00
0.0967,1.84e+00,-4.20e+00
0.0969,2.16e+00,-3.60e+00
0.0971,4.88e+00,-1.60e+00
0.0973,4.80e+00,-1.80e+00
0.0975,2.08e+00,-4.00e+00
0.0977,1.60e+00,-4.00e+00
0.0979,3.60e+00,-1.80e+00
0.0981,3.60e+00,-1.40e+00
0.0983,4.64e+00,-2.40e+00
0.0985,3.68e+00,-2.80e+00
0.0987,1.44e+00,-1.40e+00
0.0989,1.76e+00,-1.80e+00
0.0991,4.56e+00,6.00e-01
0.0993,4.56e+00,6.00e-01
0.0995,1.04e+00,-6.00e-01
0.0997,4.00e-01,-6.00e-01
0.0999,1.92e+00,1.80e+00
0.1001,2.64e+00,2.40e+00
0.1003,1.20e+00,1.20e+00
0.1005,1.12e+00,8.00e-01
0.1007,-1.52e+00,2.00e+00
0.1009,-1.44e+00,2.00e+00
0.1011,8.80e-01,4.20e+00
0.1013,8.80e-01,4.00e+00
0.1015,-2.56e+00,2.20e+00
0.1017,-3.20e+00,2.20e+00
0.1019,-1.76e+00,4.60e+00
0.1021,-8.80e-01,5.00e+00
0.1023,-2.08e+00,3.60e+00
0.1025,-2.08e+00,3.80e+00
0.1027,-4.56e+00,2.60e+00
0.1029,-4.32e+00,3.40e+00
0.1031,-1.92e+00,5.00e+00
0.1033,-1.92e+00,5.00e+00
0.1035,-4.72e+00,2.60e+00
0.1037,-5.12e+00,2.60e+00
0.1039,-3.04e+00,4.60e+00
0.1041,-3.20e+00,5.00e+00
0.1043,-1.84e+00,3.40e+00
0.1045,-2.88e+00,3.40e+00
0.1047,-5.04e+00,2.40e+00
0.1049,-4.72e+00,2.80e+00
0.1051,-1.76e+00,4.60e+00
0.1053,-1.76e+00,4.40e+00
0.1055,-4.40e+00,2.20e+00
0.1057,-4.80e+00,2.20e+00
0.1059,-2.80e+00,4.20e+00
0.1061,-2.88e+00,4.40e+00
0.1063,-1.60e+00,2.80e+00
0.1065,-2.64e+00,3.00e+00
0.1067,-4.64e+00,2.00e+00
0.1069,-4.32e+00,2.60e+00
0.1071,-1.44e+00,4.20e+00
0.1073,-1.44e+00,4.20e+00
0.1075,-4.08e+00,2.00e+00
0.1077,-4.48e+00,1.80e+00
0.1079,-2.48e+00,3.80e+00
0.1081,-2.56e+00,4.20e+00
0.1083,-1.28e+00,2.00e+00
0.1085,-2.24e+00,2.20e+00
0.1087,-4.32e+00,6.00e-01
0.1089,-4.08e+00,1.00e+00
0.1091,-1.04e+00,2.00e+00
0.1093,-1.12e+00,1.80e+00
0.1095,-3.04e+00,-1.40e+00
0.1097,-3.20e+00,-1.40e+00
0.1099,-6.40e-01,2.00e-01
0.1101,-7.20e-01,4.00e-01
0.1103,8.80e-01,-1.60e+00
0.1105,2.40e-01,-1.40e+00
0.1107,-1.20e+00,-3.00e+00
0.1109,-8.00e-01,-2.80e+00
0.1111,2.56e+00,-1.40e+00
0.1113,2.64e+00,-1.60e+00
0.1115,5.60e-01,-4.20e+00
0.1117,3.20e-01,-4.40e+00
0.1119,2.88e+00,-2.60e+00
0.1121,2.80e+00,-2.40e+00
0.1123,4.40e+00,-4.00e+00
0.1125,3.52e+00,-3.60e+00
0.1127,1.76e+00,-5.00e+00
0.1129,2.16e+00,-4.20e+00
0.1131,5.36e+00,-2.40e+00
0.1133,5.36e+00,-2.40e+00
0.1135,2.64e+00,-4.60e+00
0.1137,2.24e+00,-4.60e+00
0.1139,4.16e+00,-2.40e+00
0.1141,4.16e+00,-2.20e+00
0.1143,5.36e+00,-3.80e+00
0.1145,4.40e+00,-3.40e+00
0.1147,2.16e+00,-4.40e+00
0.1149,2.40e+00,-3.80e+00
0.1151,5.20e+00,-2.00e+00
0.1153,5.28e+00,-2.20e+00
0.1155,2.40e+00,-4.20e+00
0.1157,2.00e+00,-4.20e+00
0.1159,3.92e+00,-2.20e+00
0.1161,3.84e+00,-1.80e+00
0.1163,5.04e+00,-3.20e+00
0.1165,4.00e+00,-2.80e+00
0.1167,1.84e+00,-4.20e+00
0.1169,2.08e+00,-3.60e+00
0.1171,4.80e+00,-1.60e+00
0.1173,4.88e+00,-1.80e+00
0.1175,2.08e+00,-4.00e+00
0.1177,1.60e+00,-4.00e+00
0.1179,3.60e+00,-1.80e+00
0.1181,3.52e+00,-1.40e+00
0.1183,4.64e+00,-2.20e+00
0.1185,3.68e+00,-2.80e+00
0.1187,1.52e+00,-1.60e+00
0.1189,1.76e+00,-1.80e+00
0.1191,4.56e+00,6.00e-01
0.1193,4.56e+00,6.00e-01
0.1195,1.04e+00,-6.00e-01
0.1197,4.00e-01,-6.00e-01
0.1199,1.84e+00,1.80e+00
0.1201,2.56e+00,2.40e+00
0.1203,1.20e+00,1.20e+00
0.1205,1.28e+00,8.00e-01
0.1207,-1.60e+00,2.00e+00
0.1209,-1.44e+00,2.00e+00
0.1211,8.80e-01,4.20e+00
